NAME,DISTRICT,OFFICE,CYCLECAND,CURCAND,PARTY,INCUMBENCY,Netreceipts,NetDisbments,Inidv,ECOH,CandContrib,CandLoan,CandLoanRepay,DebtOwed,EndDate,,#REF!
"Greene-Scott, Marquette",TX 022,US HOUSE,Y,1,D,Not an Incumbent,"15,940.00","6,298.00","10,940.00","9,678.00",0,0,0,0,9/30/2025,,
"Paros, Reginald",FL 013,US HOUSE,Y,1,D,Not an Incumbent,"15,863.00","15,863.00","11,977.00",0,3886,0,0,0,12/31/2025,,
"Hoover, Joy",NV 001,US HOUSE,Y,1,D,Not an Incumbent,"15,840.00","11,514.00","15,840.00","4,325.00",0,0,0,0,12/31/2025,,
"Schulz, Jonah",OH 007,US HOUSE,Y,1,R,Not an Incumbent,"15,510.00","15,510.00","15,510.00",0,0,0,0,0,10/28/2025,,
"Kastenbaum, Diana",NY 024,US HOUSE,Y,1,D,Not an Incumbent,"15,371.00","14,214.00","15,371.00","1,157.00",0,0,0,7801,12/31/2025,,
"Jackson, Jahmiel",PA 003,US HOUSE,Y,1,D,Not an Incumbent,"15,368.00","8,870.00","10,168.00","6,498.00",5200,0,0,0,12/31/2025,,
"Vaziri, Abteen",TX 032,US HOUSE,Y,1,R,Not an Incumbent,"15,225.00","6,888.00","12,100.00","8,336.00",0,3125,0,6079,12/31/2025,,
"Mcclintock, Charlie",IA 002,US HOUSE,Y,1,R,Not an Incumbent,"15,113.00","1,123.00","8,113.00","13,989.00",0,7000,0,7000,12/31/2025,,
"Christian, Jerrad",OH 012,US HOUSE,Y,1,D,Not an Incumbent,"14,940.96","6,982.96","15,359.00","11,715.00",0,0,0,0,12/31/2025,,
"Farnham, Elizabeth",PA 013,US HOUSE,Y,1,D,Not an Incumbent,"14,861.00","9,981.00","13,576.00","5,640.00",167,0,0,0,12/31/2025,,
"Dickerson, Trevor",AZ 006,US HOUSE,Y,1,I,Not an Incumbent,"14,630.00","8,554.00","4,722.00","5,575.00",0,14629,0,14629,9/30/2025,,
"People, Robert",FL 015,US HOUSE,Y,1,D,Not an Incumbent,"14,553.00","12,529.00","13,573.00","2,023.00",4280,0,0,0,12/31/2025,,
"Jackson, Everett",TX 030,US HOUSE,Y,1,R,Not an Incumbent,"14,514.00","4,639.00","14,314.00","9,875.00",0,200,0,200,12/31/2025,,
"Lee, Erica",CA 007,US HOUSE,Y,1,D,Not an Incumbent,"14,481.00","9,306.00","14,731.00","5,174.00",0,0,0,0,12/31/2025,,
"Parsi, Ahsan",WV 002,US HOUSE,Y,1,D,Not an Incumbent,"14,457.00",475,"14,457.00","13,981.00",0,0,0,0,12/31/2025,,
"Miranda, Hunter",CA 047,US HOUSE,Y,1,D,Not an Incumbent,"14,334.00","6,369.00","14,334.00","7,964.00",0,0,0,0,12/31/2025,,
"Swift Dr., Paula",CA 040,US HOUSE,Y,1,D,Not an Incumbent,"14,246.00","14,245.00","14,063.00",0,0,250,250,0,12/15/2025,,
"Johnson, Michael",FL 007,US HOUSE,Y,1,R,Not an Incumbent,"14,203.00","13,829.00",20,"9,996.00",13800,0,0,46410,12/31/2025,,
"Sills, Katelyn",CA 005,US HOUSE,Y,1,D,Not an Incumbent,"14,060.00","4,976.00","13,076.00","9,083.00",984,0,0,0,12/31/2025,,
"Edwards, Travis",TX 005,US HOUSE,Y,1,R,Not an Incumbent,"13,928.00","14,183.00","8,028.00",27,9600,0,0,0,12/31/2025,,
"Beggs, Elizabeth",VA 001,US HOUSE,Y,1,D,Not an Incumbent,"13,858.00","4,519.00","13,736.00","9,339.00",121,0,0,0,12/31/2025,,
"De Barros, Jonathan",CT 005,US HOUSE,Y,1,R,Not an Incumbent,"13,791.00","9,651.00","13,644.00","3,929.00",147,0,0,0,12/31/2025,,
"Gauck, Kyle",CT 002,US HOUSE,Y,1,D,Not an Incumbent,"13,703.00","11,544.00","6,706.00",403,6997,0,0,0,12/31/2025,,
"Ortega, Matt",CA 014,US HOUSE,Y,1,D,Not an Incumbent,"13,567.00",534,"13,567.00","13,032.00",0,0,0,0,12/31/2025,,
"Newgent, Mark",TX 003,US HOUSE,Y,1,R,Not an Incumbent,"13,564.00","4,374.00","10,563.00","9,190.00",0,0,109,0,12/31/2025,,
"Benami, Dory",CA 032,US HOUSE,Y,1,D,Not an Incumbent,"13,533.00","4,479.00","13,533.00","9,053.00",0,0,0,0,12/31/2025,,
"Collins, Paula",NY 021,US HOUSE,Y,1,D,Not an Incumbent,"13,512.00","14,267.00","12,477.00","94,658.00",0,1000,0,41732,5/20/2025,,
"Salas, Rudy",CA 022,US HOUSE,Y,1,D,Not an Incumbent,"13,477.27","69,451.27","6,477.00","150,468.00",0,0,0,0,12/31/2025,,
"Murphy, Adam",VA 009,US HOUSE,Y,1,D,Not an Incumbent,"13,452.00","9,010.00","8,852.00","4,441.00",2000,0,0,0,12/31/2025,,
"Duresky, John",WA 004,US HOUSE,Y,1,D,Not an Incumbent,"13,341.00","3,517.00","12,241.00","9,823.00",600,0,0,0,12/31/2025,,
"Morley Jr, Harry",NC 010,US HOUSE,Y,1,D,Not an Incumbent,"13,283.00","2,897.00","9,961.00","10,565.00",0,3225,0,3405,12/31/2025,,
"Brungardt Jr, Kenneth",ID 001,US HOUSE,Y,1,D,Not an Incumbent,"13,239.00","7,160.00","6,639.00","6,078.00",6600,0,0,45023,12/31/2025,,
"Roberts, Tiffany",ME 001,US HOUSE,Y,1,D,Not an Incumbent,"13,228.00","8,428.00","12,100.00","4,799.00",0,1127,0,1127,12/31/2025,,
"Bangdiwala, Purva",FL 006,US HOUSE,Y,1,I,Not an Incumbent,"13,105.00","12,646.00","13,165.00",910,0,0,0,0,9/30/2026,,
"France, Eric",IL 002,US HOUSE,Y,1,D,Not an Incumbent,"13,090.00","11,283.00","2,895.00","1,807.00",0,10195,0,10195,6/30/2025,,
"Rable, Kyle",TX 019,US HOUSE,Y,1,D,Not an Incumbent,"13,014.00","8,672.00","12,814.00","4,341.00",200,0,0,0,12/31/2025,,
"Hutchison, Evan",NY 007,US HOUSE,Y,1,D,Not an Incumbent,"12,951.00","12,614.00","6,366.00","1,559.00",0,7585,1000,23670,12/31/2025,,
"Hutchison, Evan",NY 010,US HOUSE,Y,1,D,Not an Incumbent,"12,951.00","12,614.00","6,366.00","1,559.00",0,7585,1000,23670,12/31/2025,,
"Terrell, Travis",IA 001,US HOUSE,Y,1,D,Not an Incumbent,"12,940.00","6,893.00","12,890.00","6,143.00",50,0,0,0,9/30/2025,,
"Contreras, Corinna",CA 048,US HOUSE,Y,1,D,Not an Incumbent,"12,922.00","1,163.00","12,422.00","11,758.00",500,0,0,0,12/31/2025,,
"Vogiatzis, Konstantinos",TX 014,US HOUSE,Y,1,D,Not an Incumbent,"12,879.00","9,052.00","2,095.00","2,095.00",0,10784,0,10784,12/31/2025,,
"Spence Jr, Allen",FL 017,US HOUSE,Y,1,D,Not an Incumbent,"12,801.00","10,320.00","10,591.00","2,580.00",2175,0,0,0,12/31/2025,,
"Jones Jr, Clyde",AL 001,US HOUSE,Y,1,D,Not an Incumbent,"12,765.00","1,080.00","12,765.00","11,684.00",0,0,0,601,12/31/2025,,
"Kallas, Christ",IL 008,US HOUSE,Y,1,D,Not an Incumbent,"12,725.00","12,725.00","3,826.00",0,898,8000,0,0,10/31/2025,,
"Radewagen, Amata Coleman",AS 001,US HOUSE,Y,1,R,Incumbent,"12,716.00","13,441.00","7,400.00",930,0,0,0,0,12/31/2025,,
"Schneider, Jan",FL 016,US HOUSE,Y,1,D,Not an Incumbent,"12,706.00","1,756.00","11,000.00","51,868.00",1706,0,0,143129,6/30/2025,,
"Bell, Ashley",NC 010,US HOUSE,Y,1,D,Not an Incumbent,"12,592.25","11,999.25","6,049.00",547,1462,5000,0,5000,12/31/2025,,
"Garza, Mauro",TX 034,US HOUSE,Y,1,R,Not an Incumbent,"12,502.00","12,659.00","1,000.00",0,0,11502,0,0,12/31/2025,,
"Lawrence, Diana",AR 003,US HOUSE,Y,1,D,Not an Incumbent,"12,441.00","12,441.00","2,621.00",0,0,10309,489,9820,12/31/2025,,
"Davis, Jed",IL 014,US HOUSE,Y,1,R,Not an Incumbent,"12,224.00","9,524.00","19,424.00","2,699.00",0,0,0,0,12/31/2025,,
"Lamba, Harinder",CA 008,US HOUSE,Y,1,D,Not an Incumbent,"12,050.00","10,262.00","1,450.00","1,787.00",5600,5000,0,5645,12/31/2025,,
"Melton, Ryan",IA 004,US HOUSE,Y,1,D,Not an Incumbent,"12,025.00","6,745.00","13,525.00","8,176.00",0,0,0,0,12/31/2025,,
"Harp, Seth",FL 003,US HOUSE,Y,1,D,Not an Incumbent,"11,980.08","10,175.08","10,827.00","1,805.00",420,735,0,735,12/31/2025,,
"Gil, Yurina",FL 026,US HOUSE,Y,1,D,Not an Incumbent,"11,975.00","9,766.00",0,"3,268.00",0,0,0,12000,12/31/2025,,
"Torino, James",TN 005,US HOUSE,Y,1,D,Not an Incumbent,"11,969.45","8,735.45","11,120.00","3,233.00",850,0,0,0,12/31/2025,,
"Powers, Joy",VA 009,US HOUSE,Y,1,D,Not an Incumbent,"11,775.00","1,684.00","11,775.00","10,090.00",0,0,0,0,12/31/2025,,
"Beauchemin, Paige",NH 002,US HOUSE,Y,1,D,Not an Incumbent,"11,733.00","8,838.00","11,483.00","2,894.00",250,0,0,0,12/31/2025,,
"Etwop, Martin",TX 002,US HOUSE,Y,1,R,Not an Incumbent,"11,711.00","8,911.00","7,616.00",408,3000,0,0,0,12/31/2025,,
"Davenport, Keith",NC 006,US HOUSE,Y,1,D,Not an Incumbent,"11,615.00","1,185.00","6,245.00","10,199.00",5047,323,0,723,12/31/2025,,
"Reynolds, Claire",TX 011,US HOUSE,Y,1,D,Not an Incumbent,"11,581.05","5,655.05","11,577.00","5,926.00",5,0,0,3125,12/31/2025,,
"Merrill, Steven",UT 003,US HOUSE,Y,1,D,Not an Incumbent,"11,556.00","8,844.00","3,056.00","2,711.00",0,7500,0,7500,12/31/2025,,
"Keating, Patrick",IL 002,US HOUSE,Y,1,D,Not an Incumbent,"11,515.00","1,559.00","11,515.00","9,956.00",0,0,0,0,12/31/2025,,
"Eller, Ron",MS 002,US HOUSE,Y,1,R,Not an Incumbent,"11,415.00","6,175.00","11,315.00","41,968.00",0,0,0,0,12/31/2025,,
"Denoble, Damjan",CT 003,US HOUSE,Y,1,D,Not an Incumbent,"11,413.00","4,245.00","4,970.00","-2,110.00",120,6323,0,0,12/31/2025,,
"Dalton Ms., Karen",PA 010,US HOUSE,Y,1,R,Not an Incumbent,"11,120.00","7,262.00","5,090.00","3,857.00",5,6025,0,6025,12/31/2025,,
"Phan West, Amy",CA 045,US HOUSE,Y,1,R,Not an Incumbent,"11,051.00",208,"11,051.00","10,843.00",0,0,0,0,9/30/2025,,
"Russell, Ronald",ME 001,US HOUSE,Y,1,R,Not an Incumbent,"11,051.00","21,833.00","10,852.00","3,438.00",0,0,0,0,12/31/2025,,
"Penn, Krista",GA 001,US HOUSE,Y,1,R,Not an Incumbent,"11,007.00","3,623.00","11,006.00","7,383.00",0,945,945,0,12/31/2025,,
"Cervantes, Lyndon",CA 003,US HOUSE,Y,1,D,Not an Incumbent,"10,932.00","9,616.00","5,932.00","1,316.00",0,5000,0,5000,12/31/2025,,
"Hayes, James",PA 012,US HOUSE,Y,1,R,Not an Incumbent,"10,886.00","3,384.00","9,611.00","8,187.00",25,0,0,12253,12/31/2025,,
"Riley, Cheryl",MD 008,US HOUSE,Y,1,R,Not an Incumbent,"10,848.00","3,704.00","10,848.00","7,732.00",0,0,0,0,12/31/2025,,
"Lapoint, Terri",AL 003,US HOUSE,Y,1,R,Not an Incumbent,"10,738.00","5,408.00","10,738.00","5,329.00",0,0,0,0,12/31/2025,,
"Mills Iii, Ralph",AL 001,US HOUSE,Y,1,R,Not an Incumbent,"10,699.00","12,394.00","1,561.00",362,0,9500,362,102645,12/31/2025,,
"Mills Iii, Ralph",FL 001,US HOUSE,Y,1,R,Not an Incumbent,"10,699.00","12,394.00","1,561.00",362,0,9500,362,102645,12/31/2025,,
"Mills Iii, Ralph",MS 004,US HOUSE,Y,1,R,Not an Incumbent,"10,699.00","12,394.00","1,561.00",362,0,9500,362,102645,12/31/2025,,
"Corley, Jason",TX 019,US HOUSE,Y,1,R,Not an Incumbent,"10,650.00","1,490.00","10,650.00","9,159.00",0,0,0,0,12/31/2025,,
"Shook, Steven",TX 026,US HOUSE,Y,1,D,Not an Incumbent,"10,643.00","9,324.00","10,643.00",753,0,0,0,0,12/31/2025,,
"Huffman, Zackary",AR 002,US HOUSE,Y,1,D,Not an Incumbent,"10,639.00","9,374.00","5,402.00","1,265.00",2787,1200,0,1200,12/31/2025,,
"Jackson Ii, Terry",MD 005,US HOUSE,Y,1,D,Not an Incumbent,"10,637.00","8,471.00","2,245.00","2,166.00",0,8392,0,9794,12/31/2025,,
"Morgan-Aguilera, Kenneth",TX 012,US HOUSE,Y,1,D,Not an Incumbent,"10,350.00","10,041.00","3,650.00",72,6700,0,0,0,12/31/2025,,
"Adams, Matthew",NJ 012,US HOUSE,Y,1,D,Not an Incumbent,"10,316.00",316,0,"10,000.00",10316,0,0,0,12/31/2025,,
"Small, Eric",ME 001,US HOUSE,Y,1,R,Not an Incumbent,"10,264.00","10,264.00","12,514.00",0,0,0,0,0,12/31/2025,,
"Miller, Brian",MT 002,US HOUSE,Y,1,D,Not an Incumbent,"10,223.00","6,078.00","7,661.00","4,640.00",2561,0,0,0,12/31/2025,,
"Collins, Stephen",NY 023,US HOUSE,Y,1,D,Not an Incumbent,"10,190.00",0,"10,190.00","5,095.00",0,0,0,0,12/31/2025,,
"Mcinnis, Victor",AL 003,US HOUSE,Y,1,D,Not an Incumbent,"10,160.00","2,917.00","10,160.00","9,461.00",0,0,0,0,9/30/2026,,
"Johnston, Mark",NE 002,US HOUSE,Y,1,D,Not an Incumbent,"10,146.00","9,298.00","5,247.00",847,4899,0,0,0,12/31/2025,,
"Schwab, Kurt",TX 033,US HOUSE,Y,1,R,Not an Incumbent,"10,130.00","9,539.00","9,905.00",590,125,0,0,100,9/30/2025,,
"Lancia, Christopher",CT 003,US HOUSE,Y,1,R,Not an Incumbent,"10,089.00","4,445.00","9,089.00","5,643.00",1000,0,0,0,12/31/2025,,
"Murphy, Jessica",NY 002,US HOUSE,Y,1,D,Not an Incumbent,"10,060.00","3,437.00","7,060.00","6,611.00",3000,0,0,0,12/31/2025,,
"Brown, James",GA 014,US HOUSE,Y,1,R,Not an Incumbent,"9,879.00","3,600.00","1,474.00","6,278.00",4202,4202,0,4202,12/31/2025,,
"Del Vecchio, Brian",AZ 001,US HOUSE,Y,1,D,Not an Incumbent,"9,835.00","9,835.00","9,835.00",0,0,5497,5497,0,8/17/2025,,
"Mora, Chris",GA 011,US HOUSE,Y,1,R,Not an Incumbent,"9,803.00","6,446.00","5,344.00","3,356.00",0,4458,0,4458,12/31/2025,,
"Carjuzaa, Nicolas",CA 008,US HOUSE,Y,1,D,Not an Incumbent,"9,774.00","3,117.00","8,912.00","6,656.00",862,0,0,0,12/31/2025,,
"Marshall Dr., Dawn",TX 010,US HOUSE,Y,1,D,Not an Incumbent,"9,765.00","8,682.00","8,415.00","1,082.00",2050,0,0,0,12/31/2025,,
"Ali, Addul",NC 012,US HOUSE,Y,1,R,Not an Incumbent,"9,712.00","3,802.00","9,712.00","5,909.00",0,0,0,0,12/31/2025,,
"Devito, Jeremy",AL 005,US HOUSE,Y,1,D,Not an Incumbent,"9,703.00","3,987.00","9,703.00","6,195.00",0,0,0,0,9/30/2025,,
"Kopp, Ericka",VA 001,US HOUSE,Y,1,D,Not an Incumbent,"9,685.00","1,644.00","9,384.00","8,041.00",301,0,0,0,12/31/2025,,
"Carter, Gregory",FL 009,US HOUSE,Y,1,R,Not an Incumbent,"9,604.00","8,906.00","8,575.00","1,977.00",1579,0,0,0,12/31/2025,,
"Ragge Anderson, Claire",CA 036,US HOUSE,Y,1,I,Not an Incumbent,"9,500.00","11,640.00",0,334,1500,8000,0,40206,9/30/2025,,
"Anderson, Elizabeth",AL 006,US HOUSE,Y,1,D,Not an Incumbent,"9,476.00","8,506.00","9,476.00","36,480.00",0,0,0,0,12/31/2025,,
"Alexander, Dax",TX 001,US HOUSE,Y,1,D,Not an Incumbent,"9,473.00","6,096.00","4,348.00","3,377.00",5125,0,0,0,12/31/2025,,
"Peters, John",FL 014,US HOUSE,Y,1,R,Not an Incumbent,"9,442.00","8,842.00",0,600,0,9442,0,9442,12/31/2025,,
"Pereszlenyi, Alex",NV 001,US HOUSE,Y,1,D,Not an Incumbent,"9,412.00","9,412.00","7,715.00",0,1696,0,0,0,12/29/2025,,
"Brewer, Jesse",KY 004,US HOUSE,Y,1,D,Not an Incumbent,"9,350.00","9,050.00","5,415.00",96,0,3935,0,2490,12/31/2025,,
"Tabacchi, Michael",IL 012,US HOUSE,Y,1,R,Not an Incumbent,"9,350.00","9,350.00",0,0,9350,0,0,0,12/31/2025,,
"Piccinini, Katherine",CA 010,US HOUSE,Y,1,R,Not an Incumbent,"9,343.39","7,348.39","9,366.00","4,077.00",0,0,0,7444,12/31/2025,,
"Watkins, Erica",OK 001,US HOUSE,Y,1,D,Not an Incumbent,"9,335.00","8,574.00","8,340.00",761,995,0,0,0,12/31/2025,,
"Dean, Monica",KY 004,US HOUSE,Y,1,D,Not an Incumbent,"9,189.00","5,518.00","6,211.00","3,671.00",1977,0,0,198,6/30/2025,,
"Kunkle Jr., Gregory",TX 034,US HOUSE,Y,1,R,Not an Incumbent,"9,155.00","7,853.00","1,300.00","1,301.00",0,0,0,0,12/31/2025,,
"Dorce, Sendra",FL 020,US HOUSE,Y,1,R,Not an Incumbent,"9,138.00","2,580.00","7,281.00","6,558.00",0,1982,150,1357,12/31/2025,,
"Mccombs, John",IL 007,US HOUSE,Y,1,D,Not an Incumbent,"9,115.00","9,115.00","5,887.00",0,3428,0,0,0,10/17/2025,,
"Reese, Terri",NJ 002,US HOUSE,Y,1,D,Not an Incumbent,"9,007.00","5,313.00","8,497.00","1,974.00",259,0,0,0,12/31/2025,,
"Pearson, Glenn",FL 016,US HOUSE,Y,1,D,Not an Incumbent,"8,974.00","10,298.00","4,974.00",-614,0,4000,0,2500,12/31/2025,,
"Pickett, Deborah",IN 005,US HOUSE,Y,1,D,Not an Incumbent,"8,825.00","11,576.00",295,"1,517.00",8630,0,0,0,12/31/2025,,
"Salegui, James",CA 001,US HOUSE,Y,1,D,Not an Incumbent,"8,824.00","3,516.00","8,824.00","5,307.00",0,0,0,0,12/31/2025,,
"Redmond, Hampton",SC 002,US HOUSE,Y,1,R,Not an Incumbent,"8,741.00","8,368.00","1,741.00",397,0,7000,0,7000,12/31/2025,,
"Fortier Dr., Julie",IL 012,US HOUSE,Y,1,D,Not an Incumbent,"8,669.00",307,"6,820.00","8,361.00",0,0,0,0,12/31/2025,,
"Ritchie, Malcolm",OH 006,US HOUSE,Y,1,D,Not an Incumbent,"8,669.00","7,835.00","5,267.00",834,3402,0,0,0,12/31/2025,,
"Pivnick, Kennedy",NJ 011,US HOUSE,Y,1,D,Not an Incumbent,"8,641.00",341,"8,641.00","8,299.00",0,0,0,0,12/31/2025,,
"Wolftornabane, Ashley",IA 004,US HOUSE,Y,1,D,Not an Incumbent,"8,521.00","6,916.00","8,521.00","1,605.00",0,0,0,0,12/31/2025,,
"Colin, Loren",CA 034,US HOUSE,Y,1,I,Not an Incumbent,"8,516.00","1,198.00","6,016.00","7,317.00",0,2500,0,2500,12/31/2025,,
"Tello, Felix",IL 007,US HOUSE,Y,1,D,Not an Incumbent,"8,410.00","1,897.00","6,410.00","6,512.00",2000,0,0,0,9/30/2025,,
"Bonner, Jonathan",GA 013,US HOUSE,Y,1,D,Not an Incumbent,"8,303.00","7,800.00","8,203.00",503,0,0,0,0,6/30/2025,,
"Cunningham, Logan",SC 001,US HOUSE,Y,1,R,Not an Incumbent,"8,280.00","5,609.00","2,534.00","2,670.00",746,5000,0,5000,12/31/2025,,
"Terwey, Erik",OK 002,US HOUSE,Y,1,D,Not an Incumbent,"8,232.00","4,748.00","7,632.00","3,483.00",0,600,0,600,12/31/2025,,
"White, Randi",MD 001,US HOUSE,Y,1,D,Not an Incumbent,"8,100.00","5,375.00","2,364.00","2,724.00",5736,0,0,0,12/31/2025,,
"Minton, Danny",TX 006,US HOUSE,Y,1,D,Not an Incumbent,"7,998.00","2,354.00","4,873.00","5,498.00",0,3125,0,3125,12/31/2025,,
"Mitchell, James",TX 017,US HOUSE,Y,1,D,Not an Incumbent,"7,738.00","7,378.00",500,360,0,7238,0,2486,12/31/2025,,
"Lossa, Elvis",TX 031,US HOUSE,Y,1,R,Not an Incumbent,"7,726.00","-1,502.00","2,250.00","9,227.00",676,4800,0,4800,12/31/2025,,
"Schlaefer, Christian",IA 004,US HOUSE,Y,1,R,Not an Incumbent,"7,709.00","5,697.00","1,907.00","2,012.00",105,5697,0,5697,12/31/2025,,
"Brothers, Jennifer",PA 009,US HOUSE,Y,1,D,Not an Incumbent,"7,666.00","4,774.00","7,026.00","2,892.00",0,0,0,2000,12/31/2025,,
"Watson, Colby",NC 008,US HOUSE,Y,1,D,Not an Incumbent,"7,610.00","6,755.00","1,660.00",854,2950,0,0,0,12/31/2025,,
"Felton-Stackhouse, Tavin",NC 006,US HOUSE,Y,1,D,Not an Incumbent,"7,592.02","7,315.02","7,593.00",277,0,0,0,0,12/31/2025,,
"Samman, Tarik",MA 005,US HOUSE,Y,1,D,Not an Incumbent,"7,576.00","5,284.00","6,963.00","2,292.00",613,0,0,0,12/31/2025,,
"Durham, Kathy",NV 002,US HOUSE,Y,1,D,Not an Incumbent,"7,549.00","1,516.00","5,435.00","6,032.00",2114,0,0,0,12/31/2025,,
"Hassan, Nazmul",MI 013,US HOUSE,Y,1,D,Not an Incumbent,"7,495.00","7,495.00","3,219.00",0,4526,0,0,0,1/31/2026,,
"Berry Dr, Allen",TX 018,US HOUSE,Y,1,R,Not an Incumbent,"7,465.00","7,585.00","5,261.00",-119,2704,0,0,0,12/31/2025,,
"Coester, C.",VT 001,US HOUSE,Y,1,R,Not an Incumbent,"7,441.00","14,066.00","7,441.00","-15,696.00",0,0,0,114000,12/31/2025,,
"Davis, Mark",FL 006,US HOUSE,Y,1,D,Not an Incumbent,"7,432.00","3,989.00","7,422.00","3,443.00",10,0,0,0,12/31/2025,,
"Davis, Mark",FL 016,US HOUSE,Y,1,I,Not an Incumbent,"7,432.00","3,989.00","7,422.00","3,443.00",10,0,0,0,12/31/2025,,
"Thompson, Larry",CA 032,US HOUSE,Y,1,R,Not an Incumbent,"7,403.00","6,332.00","2,150.00","1,070.00",5253,0,0,0,12/31/2025,,
"Kumar, Mantosh",CA 015,US HOUSE,Y,1,D,Not an Incumbent,"7,378.00","1,415.00","1,139.00","5,963.00",244,6000,0,6000,12/31/2025,,
"Smith, Ceretta",GA 012,US HOUSE,Y,1,D,Not an Incumbent,"7,353.00","3,386.00","7,086.00","3,966.00",266,0,0,0,12/31/2025,,
"Jones, Laura",TX 008,US HOUSE,Y,1,D,Not an Incumbent,"7,342.00","6,472.00","4,997.00","3,369.00",0,0,280,2040,12/31/2025,,
"Bushaw, Dave",IA 002,US HOUSE,Y,1,I,Not an Incumbent,"7,110.00","1,974.00","5,252.00","5,136.00",0,1858,0,1858,12/31/2025,,
"Sigcho Lopez, Byron",IL 004,US HOUSE,Y,1,I,Not an Incumbent,"7,061.00",278,"7,061.00","6,782.00",0,0,0,0,12/31/2025,,
"Singh, Sujit",NJ 012,US HOUSE,Y,1,D,Not an Incumbent,"7,047.00","1,746.00","1,547.00","10,603.00",5500,0,0,0,12/31/2025,,
"Brown, Sharon",CA 004,US HOUSE,Y,1,R,Not an Incumbent,"7,000.00","2,780.00","7,000.00","4,219.00",0,0,0,0,12/31/2025,,
"Mackenzie, Laurie",CA 004,US HOUSE,Y,1,R,Not an Incumbent,"7,000.00","2,780.00","7,000.00","4,219.00",0,0,0,0,12/31/2025,,
"Ghusar, Mandy",CA 004,US HOUSE,Y,1,3,Not an Incumbent,"7,000.00","3,789.00","7,000.00","3,210.00",0,0,0,0,12/31/2025,,
"Johnson, Jakeya",MD 004,US HOUSE,Y,1,D,Not an Incumbent,"6,924.00","5,527.00","6,683.00","1,396.00",0,1209,969,240,12/31/2025,,
"Till Dr., Suzanne",CA 048,US HOUSE,Y,1,D,Not an Incumbent,"6,853.00","6,853.00","6,499.00",0,354,0,0,0,12/4/2025,,
"Ehrlich, David",IL 007,US HOUSE,Y,1,D,Not an Incumbent,"6,833.00","6,833.00",535,0,0,6298,0,6298,12/31/2025,,
"Rowden, Aaron",CA 008,US HOUSE,Y,1,D,Not an Incumbent,"6,792.00","1,918.00","6,202.00",405,90,900,400,0,12/31/2025,,
"Croft, Aaron",WA 005,US HOUSE,Y,1,I,Not an Incumbent,"6,710.00","1,036.00","6,710.00","5,662.00",0,0,0,0,12/31/2025,,
"Peace-Nichols, Tracell",GA 012,US HOUSE,Y,1,D,Not an Incumbent,"6,680.00","1,746.00","1,460.00","4,933.00",0,5220,0,5220,12/31/2025,,
"Hawbaker, Brandon",TX 010,US HOUSE,Y,1,R,Not an Incumbent,"6,650.00","5,965.00","2,025.00",684,38,4587,0,4587,12/31/2025,,
"Hawbaker, Brandon",TX 027,US HOUSE,Y,1,R,Not an Incumbent,"6,650.00","5,965.00","2,025.00",684,38,4587,0,4587,12/31/2025,,
"Bracht, Blake",AZ 005,US HOUSE,Y,1,D,Not an Incumbent,"6,606.87","6,493.87","1,268.00",112,112,5226,0,5226,12/31/2025,,
"Wechtaluk, Ethan",MD 006,US HOUSE,Y,1,D,Not an Incumbent,"6,472.80","5,971.80","4,977.00",-23,1496,0,0,0,12/31/2025,,
"Aisen, Joshua",VA 011,US HOUSE,Y,1,D,Not an Incumbent,"6,395.00","6,395.00","6,495.00",0,0,0,0,0,6/30/2025,,
"Cohen, Mark",NE 003,US HOUSE,Y,1,I,Not an Incumbent,"6,366.00","5,429.00","8,267.00",936,0,0,0,0,12/31/2025,,
"Wilding, Anna",CA 032,US HOUSE,Y,1,D,Not an Incumbent,"6,294.00","5,825.00","1,681.00",468,4612,0,0,0,12/31/2025,,
"Stephens, Robert",GA 012,US HOUSE,Y,1,D,Not an Incumbent,"6,282.00","5,315.00","5,525.00",966,757,0,0,0,12/31/2025,,
"Heggestad, Mark",FL 005,US HOUSE,Y,1,D,Not an Incumbent,"6,279.00","4,661.00","6,279.00","1,617.00",0,0,0,0,12/31/2025,,
"Palomino, Santiago",CO 001,US HOUSE,Y,1,D,Not an Incumbent,"6,112.00",417,"5,695.00","5,695.00",417,0,0,0,12/31/2025,,
"Gutierrez, Leticia",TX 009,US HOUSE,Y,1,D,Not an Incumbent,"5,999.00","3,515.00","5,999.00","2,484.00",0,0,0,0,12/31/2025,,
"Wendelin Usn, Steven",WV 002,US HOUSE,Y,1,D,Not an Incumbent,"5,915.00","2,380.00","4,406.00","3,794.00",1491,0,0,0,12/31/2025,,
"Pearce, Jason",TX 004,US HOUSE,Y,1,D,Not an Incumbent,"5,904.00","5,762.00",85,141,0,5819,0,5819,12/31/2025,,
"Abel, William",TX 031,US HOUSE,Y,1,R,Not an Incumbent,"5,894.00","5,774.00",0,120,5894,0,0,0,12/31/2025,,
"Woodson, Brianna",GA 012,US HOUSE,Y,1,D,Not an Incumbent,"5,798.00",0,"5,798.00","10,692.00",0,0,0,905,9/30/2025,,
"Byors, Jason",CA 041,US HOUSE,Y,1,D,Not an Incumbent,"5,695.00","5,695.00",500,0,1845,0,0,0,12/31/2025,,
"Romero, Oscar",NY 013,US HOUSE,Y,1,D,Not an Incumbent,"5,684.00","3,121.00",860,"2,563.00",0,4824,0,4824,12/31/2025,,
